Date	Total_outages	Equipment	Trees	Animals	Lightning	Day_length_hr	Max_temp_F	Avg_Temp_F	Min_temp_F	Max_humidity_percent	Avg_humidity_percent	Min_humidity_percent	Max_visibility_mi	Avg_visibility_mi	Min_visibility_mi	Max_windspeed_mph	Avg_windspeed_mph	Max_windgust_mph	Precipitation_in	Events	Event_fog	Event_rain	Event_snow	Event_thunderstorm	Event_Hail	Event_Tornado
10/4/08	19	7	12	0	0	11.46667	62	56	50	86	79	72	10	10	6	28	14	17	0.07	Rain	0	1	0	0	0	0
10/5/08	1	1	0	0	0	11.41667	56	52	48	89	81	72	10	10	10	14	6	36	0.02	Rain	0	1	0	0	0	0
10/6/08	1	1	0	0	0	11.35000	59	56	52	93	88	83	10	6	1	25	6	35	0.32	Rain	0	1	0	0	0	0
10/7/08	2	1	1	0	0	11.30000	60	54	48	83	67	51	10	10	8	26	14	15	0.01	Rain	0	1	0	0	0	0
10/8/08	1	1	0	0	0	11.25000	56	50	44	93	70	47	10	10	9	12	4	20	0.01	Rain	0	1	0	0	0	0
10/9/08	2	1	0	0	1	11.18333	52	46	40	86	70	54	10	10	10	17	6	23	0	Rain	0	1	0	0	0	0
10/10/08	3	3	0	0	0	11.13333	55	50	44	82	68	54	10	10	10	18	9	18	0		0	0	0	0	0	0
10/11/08	2	1	1	0	0	11.08333	56	47	37	92	65	38	10	10	10	13	5	12	0		0	0	0	0	0	0
10/12/08	0	0	0	0	0	11.01667	58	51	44	77	55	33	10	10	10	9	3	39	0		0	0	0	0	0	0
10/13/08	1	0	1	0	0	10.96667	59	55	50	86	79	71	10	8	2	22	11	33	0.09	Rain	0	1	0	0	0	0
10/14/08	0	0	0	0	0	10.90000	55	48	41	86	67	47	10	10	10	15	8	33	0	Rain	0	1	0	0	0	0
10/15/08	0	0	0	0	0	10.85000	51	46	40	92	77	61	10	10	10	9	4	23	0.09	Rain	0	1	0	0	0	0
10/16/08	0	0	0	0	0	10.80000	57	51	45	93	85	77	10	7	1	13	6	22	0.06	Rain	0	1	0	0	0	0
10/17/08	0	0	0	0	0	10.73333	63	56	49	93	80	67	10	8	2	18	8	20	0.15	Rain	0	1	0	0	0	0
10/18/08	0	0	0	0	0	10.68333	57	51	44	86	69	51	10	10	10	15	8	10	0		0	0	0	0	0	0
10/19/08	0	0	0	0	0	10.63333	52	46	40	96	84	71	10	7	0	8	3	30	0	Fog	1	0	0	0	0	0
10/20/08	0	0	0	0	0	10.58333	56	51	45	93	80	66	10	8	2	24	11	14	0.25	Rain	0	1	0	0	0	0
10/21/08	1	1	0	0	0	10.51667	54	48	41	89	74	59	10	10	10	9	5	32	0		0	0	0	0	0	0
10/22/08	1	1	0	0	0	10.46667	63	52	40	93	71	48	10	10	10	16	5	20	0		0	0	0	0	0	0
10/23/08	1	1	0	0	0	10.41667	56	49	41	93	70	46	10	7	2	16	6	12	0.11	Rain	0	1	0	0	0	0
10/24/08	2	2	0	0	0	10.36667	52	45	38	85	72	59	10	10	10	9	3	22	0		0	0	0	0	0	0
10/25/08	0	0	0	0	0	10.30000	57	50	43	86	71	56	10	10	10	17	8	35	0		0	0	0	0	0	0
10/26/08	0	0	0	0	0	10.25000	60	51	41	89	68	47	10	10	9	18	12	18	0		0	0	0	0	0	0
10/27/08	0	0	0	0	0	10.20000	60	52	43	83	68	53	10	10	10	16	4	14	0		0	0	0	0	0	0
10/28/08	2	2	0	0	0	10.15000	59	52	44	100	84	67	10	4	0	9	5	13	0	Fog	1	0	0	0	0	0
10/29/08	1	1	0	0	0	10.10000	58	53	48	93	78	62	10	10	10	10	6	13	0		0	0	0	0	0	0
10/30/08	2	2	0	0	0	10.05000	57	52	46	93	88	83	10	7	0	10	3	20	0	Fog-Rain	1	1	0	0	0	0
10/31/08	1	0	0	1	0	10.00000	59	55	50	96	87	77	10	6	2	14	6	26	0.35	Rain	0	1	0	0	0	0
11/1/08	0	0	0	0	0	9.95000	65	57	48	89	69	48	10	10	5	20	9	28	0.15	Rain	0	1	0	0	0	0
11/2/08	1	0	1	0	0	9.88333	57	53	48	96	84	71	10	8	2	21	10	32	0.3	Rain	0	1	0	0	0	0
11/3/08	2	0	1	1	0	9.83333	53	50	46	93	82	71	10	9	5	25	10	32	0.32	Rain	0	1	0	0	0	0
11/4/08	2	1	1	0	0	9.78333	51	46	41	93	77	61	10	9	5	25	11	17	0.65	Rain	0	1	0	0	0	0
11/5/08	0	0	0	0	0	9.75000	52	45	38	86	68	50	10	10	10	14	4	22	0	Rain	0	1	0	0	0	0
11/6/08	2	1	1	0	0	9.70000	57	52	46	93	82	71	10	4	0	15	9	21	2.15	Rain	0	1	0	0	0	0
11/7/08	2	1	1	0	0	9.65000	62	58	54	93	83	72	10	6	0	16	9	24	0.99	Rain	0	1	0	0	0	0
11/8/08	1	0	1	0	0	9.60000	62	58	53	90	75	60	10	10	10	18	8	26	0.12	Rain	0	1	0	0	0	0
11/9/08	0	0	0	0	0	9.55000	56	53	49	89	80	71	10	8	2	18	7	26	0.13	Rain	0	1	0	0	0	0
11/10/08	0	0	0	0	0	9.50000	54	51	48	86	76	66	10	10	4	21	10	31	0.05	Rain	0	1	0	0	0	0
11/11/08	0	0	0	0	0	9.45000	56	51	46	96	90	83	10	7	1	23	9	36	0.35	Rain	0	1	0	0	0	0
11/12/08	0	0	0	0	0	9.41667	58	55	51	96	90	83	10	8	3	26	14	22	0.88	Rain	0	1	0	0	0	0
11/13/08	1	0	1	0	0	9.36667	52	47	42	89	72	54	10	10	7	16	7	13	0.05	Rain	0	1	0	0	0	0
11/14/08	0	0	0	0	0	9.31667	53	47	40	82	71	59	10	10	10	10	2	12	0		0	0	0	0	0	0
11/15/08	0	0	0	0	0	9.28333	57	51	44	93	80	66	10	10	8	10	2	10	0		0	0	0	0	0	0
11/16/08	1	1	0	0	0	9.23333	55	49	42	100	89	77	10	4	0	9	2	22	0	Fog	1	0	0	0	0	0
11/17/08	0	0	0	0	0	9.20000	59	51	43	100	81	62	10	5	0	16	6	21	0	Fog	1	0	0	0	0	0
11/18/08	0	0	0	0	0	9.15000	51	47	43	86	78	70	10	8	0	17	10	32	0.01	Rain	0	1	0	0	0	0
11/19/08	1	1	0	0	0	9.11667	60	51	42	89	54	18	10	8	1	24	11	33	0		0	0	0	0	0	0
11/20/08	1	0	1	0	0	9.06667	58	50	42	89	64	39	10	10	5	23	12	36	0.15	Rain	0	1	0	0	0	0
11/21/08	0	0	0	0	0	9.03333	51	47	43	82	69	56	10	10	7	25	10	23	0.06	Rain	0	1	0	0	0	0
11/22/08	0	0	0	0	0	9.00000	48	44	40	89	80	71	10	10	10	18	7	20	0		0	0	0	0	0	0
11/23/08	1	1	0	0	0	8.96667	52	44	35	92	66	39	10	8	0	15	6	15	0	Fog	1	0	0	0	0	0
11/24/08	0	0	0	0	0	8.91667	50	43	36	92	66	39	10	10	7	12	4	18	0		0	0	0	0	0	0
11/25/08	0	0	0	0	0	8.88333	48	44	40	93	80	67	10	7	0	14	7	25	0.05	Rain	0	1	0	0	0	0
11/26/08	0	0	0	0	0	8.85000	48	43	37	92	79	65	10	8	1	22	12	26	0		0	0	0	0	0	0
11/27/08	0	0	0	0	0	8.81667	48	41	34	96	77	58	10	7	0	17	6	26	0.01	Rain	0	1	0	0	0	0
11/28/08	0	0	0	0	0	8.78333	51	48	44	93	84	74	10	10	6	21	11	20	0.03	Rain	0	1	0	0	0	0
11/29/08	0	0	0	0	0	8.76667	56	53	49	93	85	77	10	6	0	15	9	15	0.01	Fog-Rain	1	1	0	0	0	0
11/30/08	0	0	0	0	0	8.73333	55	53	50	100	97	93	10	1	0	10	3	21	0.06	Fog-Rain	1	1	0	0	0	0
12/1/08	0	0	0	0	0	8.70000	55	53	50	96	84	72	10	5	0	16	7	17	0.16	Fog-Rain	1	1	0	0	0	0
12/2/08	0	0	0	0	0	8.68333	51	47	43	93	85	76	10	7	2	14	7	23	0.03	Rain	0	1	0	0	0	0
12/3/08	1	1	0	0	0	8.65000	49	46	42	83	77	71	10	10	10	18	6	22	0		0	0	0	0	0	0
12/4/08	0	0	0	0	0	8.63333	49	43	37	85	68	50	10	10	9	18	7	9	0		0	0	0	0	0	0
12/5/08	0	0	0	0	0	8.60000	48	41	34	100	82	64	10	10	7	7	2	22	0		0	0	0	0	0	0
12/6/08	0	0	0	0	0	8.58333	50	44	38	82	71	60	10	10	10	16	8	24	0	Rain	0	1	0	0	0	0
12/7/08	0	0	0	0	0	8.56667	49	46	43	96	88	80	10	10	7	20	9	14	0.09	Rain	0	1	0	0	0	0
12/8/08	0	0	0	0	0	8.53333	45	42	39	93	85	76	10	10	10	10	4	23	0		0	0	0	0	0	0
12/9/08	0	0	0	0	0	8.51667	46	44	42	89	83	76	10	10	7	17	6	18	0.06	Rain	0	1	0	0	0	0
12/10/08	1	0	1	0	0	8.50000	48	46	44	93	85	76	10	6	0	15	6	22	0.05	Rain	0	1	0	0	0	0
12/11/08	0	0	0	0	0	8.48333	45	42	38	89	83	76	10	10	8	18	9	45	0		0	0	0	0	0	0
12/12/08	10	1	8	1	0	8.48333	45	40	34	92	86	79	10	7	2	32	13	24	0.73	Rain	0	1	0	0	0	0
12/13/08	0	0	0	0	0	8.46667	40	36	32	92	76	59	10	5	0	18	9	35	0.34	Rain-Snow	0	1	1	0	0	0
12/14/08	1	1	0	0	0	8.45000	32	27	22	92	67	42	10	7	1	29	18	23	0.06	Snow	0	0	1	0	0	0
12/15/08	0	0	0	0	0	8.45000	30	25	19	67	57	46	10	10	10	20	12	20	0		0	0	0	0	0	0
12/16/08	2	2	0	0	0	8.43333	31	26	20	69	61	53	10	10	10	16	7	39	0		0	0	0	0	0	0
12/17/08	0	0	0	0	0	8.43333	36	33	29	92	78	63	10	10	4	29	17	23	0.05	Rain-Snow	0	1	1	0	0	0
12/18/08	2	2	0	0	0	8.43333	35	30	25	92	74	55	10	5	0	20	12	14	0.18	Fog-Rain-Snow	1	1	1	0	0	0
12/19/08	0	0	0	0	0	8.41667	27	24	20	88	72	55	10	10	3	12	5	32	0	Snow	0	0	1	0	0	0
12/20/08	0	0	0	0	0	8.41667	26	20	14	88	72	55	10	4	0	26	12	29	0.16	Fog-Snow	1	0	1	0	0	0
12/21/08	5	0	5	0	0	8.41667	31	28	24	92	78	63	10	2	0	23	15	17	0.27	Fog-Rain-Snow	1	1	1	0	0	0
12/22/08	1	0	1	0	0	8.41667	34	31	27	92	79	66	10	8	0	14	7	12	0.02	Fog-Snow	1	0	1	0	0	0
12/23/08	3	1	2	0	0	8.43333	35	32	29	78	71	64	10	10	8	9	5	29	0		0	0	0	0	0	0
12/24/08	5	0	5	0	0	8.43333	38	34	30	100	83	66	10	7	0	22	11	25	0.44	Fog-Rain-Snow	1	1	1	0	0	0
12/25/08	1	0	1	0	0	8.43333	36	35	33	96	89	82	10	7	0	18	7	18	0.2	Rain-Snow	0	1	1	0	0	0
12/26/08	0	0	0	0	0	8.45000	38	35	32	100	91	82	10	6	0	15	7	26	0.15	Rain-Snow	0	1	1	0	0	0
12/27/08	1	1	0	0	0	8.45000	44	41	37	100	92	83	10	6	0	21	12	24	0.29	Rain	0	1	0	0	0	0
12/28/08	2	2	0	0	0	8.46667	44	41	38	100	88	76	10	9	5	20	8	37	0.35	Rain	0	1	0	0	0	0
12/29/08	9	3	6	0	0	8.46667	42	39	36	92	86	79	10	10	3	24	15	22	0.26	Rain	0	1	0	0	0	0
12/30/08	0	0	0	0	0	8.48333	43	39	34	92	76	60	10	9	4	17	8	44	0.12	Rain	0	1	0	0	0	0
12/31/08	1	1	0	0	0	8.50000	44	41	37	92	79	65	10	10	7	32	16	30	0.09	Rain	0	1	0	0	0	0
1/1/09	0	0	0	0	0	8.51667	46	41	36	93	89	85	10	4	0	22	9	22	0.71	Rain	0	1	0	0	0	0
1/2/09	0	0	0	0	0	8.53333	38	36	33	92	81	70	10	8	2	16	6	22	0.12	Rain-Snow	0	1	1	0	0	0
1/3/09	1	1	0	0	0	8.55000	40	36	32	89	77	64	10	10	9	18	9	25	0	Rain-Snow	0	1	1	0	0	0
1/4/09	17	0	17	0	0	8.58333	38	34	30	92	84	75	10	5	0	17	6	35	0.57	Fog-Rain-Snow	1	1	1	0	0	0
1/5/09	5	1	4	0	0	8.60000	46	40	34	92	84	76	10	9	1	24	14	40	0.04	Rain	0	1	0	0	0	0
1/6/09	2	0	2	0	0	8.61667	53	48	42	96	91	86	10	4	1	29	17	38	1.22	Rain	0	1	0	0	0	0
1/7/09	1	0	1	0	0	8.65000	52	51	50	89	89	89	10	6	4	26	18	37	2.29	Rain	0	1	0	0	0	0
1/8/09	1	1	0	0	0	8.66667	50	44	37	86	76	65	10	10	10	29	16	23	0.03	Rain	0	1	0	0	0	0
1/9/09	0	0	0	0	0	8.70000	43	40	36	76	69	62	10	10	10	18	10	22	0		0	0	0	0	0	0
1/10/09	2	1	0	1	0	8.71667	44	42	39	96	81	65	10	8	2	14	9	21	0.14	Rain	0	1	0	0	0	0
1/11/09	0	0	0	0	0	8.75000	48	46	44	100	93	86	10	7	0	15	7	13	0.03	Fog-Rain	1	1	0	0	0	0
1/12/09	1	1	0	0	0	8.78333	49	48	46	93	93	93	7	2	0	10	4	13	0.08	Fog-Rain	1	1	0	0	0	0
1/13/09	0	0	0	0	0	8.81667	46	43	40	93	82	70	10	10	2	9	4	16	0		0	0	0	0	0	0
1/14/09	0	0	0	0	0	8.85000	42	39	36	92	84	76	10	8	2	12	8	10	0		0	0	0	0	0	0
1/15/09	2	2	0	0	0	8.88333	42	39	35	92	84	76	3	2	0	9	5	13	0		0	0	0	0	0	0
1/16/09	0	0	0	0	0	8.91667	37	35	32	100	91	82	3	1	0	10	5	16	0	Fog	1	0	0	0	0	0
1/17/09	2	2	0	0	0	8.95000	44	38	32	100	85	70	10	4	0	16	6	12	0	Fog	1	0	0	0	0	0
1/18/09	1	0	1	0	0	8.98333	51	41	30	96	81	66	10	10	5	9	2	9	0		0	0	0	0	0	0
1/19/09	0	0	0	0	0	9.03333	42	36	29	100	91	82	7	1	0	7	2	9	0	Fog	1	0	0	0	0	0
1/20/09	0	0	0	0	0	9.06667	39	35	30	100	96	92	2	0	0	6	1	9	0	Fog	1	0	0	0	0	0
1/21/09	3	2	0	1	0	9.10000	40	36	31	100	90	79	9	2	0	6	2	12	0	Fog	1	0	0	0	0	0
1/22/09	0	0	0	0	0	9.15000	39	36	32	96	89	82	6	2	0	9	4	14	0	Fog	1	0	0	0	0	0
1/23/09	0	0	0	0	0	9.18333	41	36	31	100	85	70	10	3	0	12	5	13	0	Fog	1	0	0	0	0	0
1/24/09	0	0	0	0	0	9.23333	41	35	29	100	80	60	10	5	0	12	3	23	0.04	Fog-Rain-Snow	1	1	1	0	0	0
1/25/09	0	0	0	0	0	9.26667	35	32	29	96	83	69	10	7	1	20	12	15	0.02	Snow	0	0	1	0	0	0
1/26/09	0	0	0	0	0	9.31667	39	32	25	81	55	29	10	10	10	13	6	30	0		0	0	0	0	0	0
1/27/09	1	0	0	1	0	9.36667	42	36	30	100	81	61	10	5	0	24	11	17	0.09	Fog-Rain-Snow	1	1	1	0	0	0
1/28/09	2	2	0	0	0	9.40000	46	42	37	86	73	60	10	10	10	14	5	13	0		0	0	0	0	0	0
1/29/09	0	0	0	0	0	9.45000	47	41	35	85	73	60	10	10	10	10	6	31	0		0	0	0	0	0	0
1/30/09	1	0	1	0	0	9.50000	49	40	31	100	83	65	10	4	0	20	8	18	0	Fog-Rain	1	1	0	0	0	0
1/31/09	1	0	0	1	0	9.55000	45	40	34	85	72	58	10	10	7	15	5	16	0.02	Rain	0	1	0	0	0	0
2/1/09	0	0	0	0	0	9.60000	43	38	33	92	75	57	10	10	9	14	5	18	0	Rain	0	1	0	0	0	0
2/2/09	1	0	0	1	0	9.63333	52	45	38	76	56	35	10	10	10	13	5	13	0		0	0	0	0	0	0
2/3/09	2	1	0	1	0	9.68333	55	44	32	100	71	41	10	10	7	8	3	13	0		0	0	0	0	0	0
2/4/09	1	1	0	0	0	9.73333	63	50	36	85	58	31	10	10	10	12	4	15	0		0	0	0	0	0	0
2/5/09	1	1	0	0	0	9.78333	49	44	38	85	71	57	10	10	10	12	5	20	0.01	Rain	0	1	0	0	0	0
2/6/09	1	1	0	0	0	9.83333	44	41	38	89	86	82	10	7	0	16	8	12	0.04	Rain	0	1	0	0	0	0
2/7/09	0	0	0	0	0	9.88333	42	37	32	96	86	76	10	4	0	9	2	29	0	Fog	1	0	0	0	0	0
2/8/09	0	0	0	0	0	9.93333	44	38	32	100	79	58	10	4	0	22	6	28	0.01	Fog-Rain	1	1	0	0	0	0
2/9/09	0	0	0	0	0	10.00000	41	37	33	89	77	65	10	8	1	21	9	24	0.06	Rain-Snow	0	1	1	0	0	0
2/10/09	0	0	0	0	0	10.05000	39	35	31	89	74	59	10	6	0	15	9	22	0.24	Fog-Rain-Snow	1	1	1	0	0	0
2/11/09	0	0	0	0	0	10.10000	46	39	32	89	74	58	10	10	10	18	8	24	0		0	0	0	0	0	0
2/12/09	1	1	0	0	0	10.15000	46	39	31	89	67	45	10	10	10	18	7	23	0		0	0	0	0	0	0
2/13/09	0	0	0	0	0	10.20000	45	40	34	64	57	49	10	10	10	21	12	15	0		0	0	0	0	0	0
2/14/09	0	0	0	0	0	10.25000	47	41	35	82	68	53	10	10	10	14	5	18	0		0	0	0	0	0	0
2/15/09	0	0	0	0	0	10.31667	46	40	33	85	69	53	10	10	10	16	10	22	0.05	Rain	0	1	0	0	0	0
2/16/09	0	0	0	0	0	10.36667	48	41	34	96	78	60	10	7	0	18	13	20	0	Fog	1	0	0	0	0	0
2/17/09	0	0	0	0	0	10.41667	50	45	39	79	68	56	10	10	10	13	5	13	0		0	0	0	0	0	0
2/18/09	0	0	0	0	0	10.48333	54	45	35	100	75	50	10	8	2	12	4	16	0	Fog	1	0	0	0	0	0
2/19/09	0	0	0	0	0	10.53333	51	42	33	92	74	56	10	10	7	14	7	12	0		0	0	0	0	0	0
2/20/09	1	1	0	0	0	10.58333	52	41	30	96	75	54	10	5	0	10	4	15	0	Fog	1	0	0	0	0	0
2/21/09	1	0	0	1	0	10.63333	55	44	33	92	64	35	10	10	8	13	6	16	0		0	0	0	0	0	0
2/22/09	2	1	0	1	0	10.70000	57	50	43	83	61	38	10	10	6	13	5	18	0.07	Rain	0	1	0	0	0	0
2/23/09	0	0	0	0	0	10.75000	57	51	44	93	74	55	10	10	3	16	5	29	0.23	Rain	0	1	0	0	0	0
2/24/09	0	0	0	0	0	10.81667	48	46	44	92	82	71	10	8	2	23	13	31	0.34	Rain	0	1	0	0	0	0
2/25/09	1	1	0	0	0	10.86667	45	39	32	89	82	75	10	9	3	23	13	18	0.25	Rain-Snow	0	1	1	0	0	0
2/26/09	1	1	0	0	0	10.91667	38	32	26	92	73	54	10	7	0	14	7	20	0.21	Fog-Snow	1	0	1	0	0	0
2/27/09	0	0	0	0	0	10.98333	47	41	34	82	60	38	10	10	10	14	6	21	0		0	0	0	0	0	0
2/28/09	0	0	0	0	0	11.03333	54	46	38	59	47	35	10	10	10	16	9	25	0	Rain	0	1	0	0	0	0
3/1/09	0	0	0	0	0	11.08333	57	51	44	93	67	40	10	9	5	18	8	39	0.3	Rain	0	1	0	0	0	0
3/2/09	1	0	1	0	0	11.15000	57	51	44	83	63	43	10	10	5	30	11	30	0.11	Rain	0	1	0	0	0	0
3/3/09	0	0	0	0	0	11.20000	55	49	42	89	67	45	10	10	7	23	6	34	0.24	Rain	0	1	0	0	0	0
3/4/09	1	0	1	0	0	11.26667	46	42	39	93	82	74	10	10	10	21	6	39	0.03	Rain	0	1	0	0	0	0
3/5/09	1	0	1	0	0	11.31667	45	40	34	82	69	56	10	9	5	31	10	18	0.05	Rain-Snow	0	1	1	0	0	0
3/6/09	0	0	0	0	0	11.38333	45	37	28	78	55	31	10	10	10	12	6	32	0		0	0	0	0	0	0
3/7/09	1	1	0	0	0	11.43333	45	38	31	82	70	58	10	7	0	25	13	13	0.08	Rain-Snow	0	1	1	0	0	0
3/8/09	1	0	0	1	0	11.48333	40	35	30	92	81	70	10	8	0	12	5	24	0.32	Rain-Snow	0	1	1	0	0	0
3/9/09	3	2	1	0	0	11.55000	37	34	31	92	74	56	10	4	0	20	9	16	0.34	Fog-Snow	1	0	1	0	0	0
3/10/09	0	0	0	0	0	11.60000	40	34	27	85	61	37	10	10	10	14	6	31	0		0	0	0	0	0	0
3/11/09	1	1	0	0	0	11.66667	44	35	26	81	59	36	10	10	10	17	10	17	0		0	0	0	0	0	0
3/12/09	0	0	0	0	0	11.71667	51	40	29	72	53	33	10	10	10	15	8	22	0		0	0	0	0	0	0
3/13/09	1	1	0	0	0	11.78333	55	44	33	75	53	30	10	10	10	18	7	31	0		0	0	0	0	0	0
3/14/09	1	0	1	0	0	11.83333	45	42	38	92	79	65	10	8	3	23	13	47	0.49	Rain	0	1	0	0	0	0
3/15/09	9	1	8	0	0	11.90000	46	40	33	96	79	62	10	6	0	32	16	30	0.69	Fog-Rain-Snow	1	1	1	0	0	0
3/16/09	1	0	1	0	0	11.95000	44	40	35	100	85	70	10	9	2	25	12	25	0.29	Rain-Snow	0	1	1	0	0	0
3/17/09	0	0	0	0	0	12.01667	46	41	35	92	75	58	10	10	5	21	10	28	0.29	Rain-Snow	0	1	1	0	0	0
3/18/09	0	0	0	0	0	12.06667	54	46	38	92	73	54	10	10	10	26	6	18	0		0	0	0	0	0	0
3/19/09	0	0	0	0	0	12.13333	50	47	43	93	88	83	10	6	0	14	7	38	0.08	Rain	0	1	0	0	0	0
3/20/09	0	0	0	0	0	12.18333	56	46	36	93	79	65	10	8	1	29	9	16	0.12	Rain	0	1	0	0	0	0
3/21/09	0	0	0	0	0	12.23333	49	39	29	92	74	56	10	7	0	12	4	30	0	Fog	1	0	0	0	0	0
3/22/09	1	0	1	0	0	12.30000	49	44	39	89	75	60	10	10	7	23	11	23	0.01	Rain	0	1	0	0	0	0
3/23/09	0	0	0	0	0	12.35000	46	42	37	92	73	53	10	10	6	18	9	32	0.07	Rain	0	1	0	0	0	0
3/24/09	0	0	0	0	0	12.41667	48	44	40	93	82	70	10	9	3	25	14	26	0.01	Rain	0	1	0	0	0	0
3/25/09	1	0	0	1	0	12.46667	47	43	38	85	73	60	10	10	7	21	7	14	0.05	Rain	0	1	0	0	0	0
3/26/09	0	0	0	0	0	12.53333	52	43	33	89	66	42	10	10	10	9	4	18	0		0	0	0	0	0	0
3/27/09	1	1	0	0	0	12.58333	51	46	41	86	74	61	10	8	2	16	8	24	0	Rain	0	1	0	0	0	0
3/28/09	2	0	1	1	0	12.65000	43	39	34	92	81	70	10	8	4	18	9	33	0.38	Rain	0	1	0	0	0	0
3/29/09	2	2	0	0	0	12.70000	50	42	34	96	69	42	10	9	2	14	4	24	0.04	Rain-Snow	0	1	1	0	0	0
3/30/09	0	0	0	0	0	12.75000	47	43	38	76	71	65	10	10	10	21	12	32	0		0	0	0	0	0	0
3/31/09	3	0	3	0	0	12.81667	48	43	37	89	69	49	10	10	4	23	13	28	0.17	Rain	0	1	0	0	0	0
4/1/09	1	1	0	0	0	12.86667	46	40	34	96	80	64	10	5	1	20	11	32	0.39	Rain-Snow	0	1	1	0	0	0
4/2/09	1	1	0	0	0	12.93333	46	43	39	92	86	79	10	6	2	22	10	17	0.92	Rain	0	1	0	0	0	0
4/3/09	0	0	0	0	0	12.98333	50	43	35	92	69	46	10	8	4	13	5	16	0.09	Rain-Snow	0	1	1	0	0	0
4/4/09	1	1	0	0	0	13.05000	57	45	33	89	64	38	10	10	10	12	6	14	0		0	0	0	0	0	0
4/5/09	3	3	0	0	0	13.10000	69	55	40	79	52	24	10	10	10	12	6	16	0		0	0	0	0	0	0
4/6/09	1	1	0	0	0	13.15000	70	55	40	85	54	22	10	10	10	14	4	9	0		0	0	0	0	0	0
4/7/09	0	0	0	0	0	13.21667	66	54	45	68	54	40	10	10	10	14	7	22	0		0	0	0	0	0	0
4/8/09	0	0	0	0	0	13.26667	53	49	44	76	65	54	10	10	10	16	9	15	0		0	0	0	0	0	0
4/9/09	0	0	0	0	0	13.33333	58	51	43	83	67	51	10	10	10	10	4	13	0.03	Rain	0	1	0	0	0	0
4/10/09	1	1	0	0	0	13.38333	50	47	44	86	76	66	10	10	8	9	5	21	0.02	Rain	0	1	0	0	0	0
4/11/09	0	0	0	0	0	13.43333	51	48	44	92	78	63	10	10	6	16	9	32	0.06	Rain	0	1	0	0	0	0
4/12/09	1	1	0	0	0	13.50000	53	48	43	93	85	76	10	8	2	23	12	25	0.83	Rain	0	1	0	0	0	0
4/13/09	0	0	0	0	0	13.55000	48	43	37	92	82	71	10	9	3	20	12	20	0.32	Rain	0	1	0	0	0	0
4/14/09	0	0	0	0	0	13.60000	52	45	37	92	65	38	10	10	6	17	6	14	0.01	Rain	0	1	0	0	0	0
4/15/09	0	0	0	0	0	13.66667	54	45	35	92	69	46	10	7	0	10	5	17	0		0	0	0	0	0	0
4/16/09	2	1	1	0	0	13.71667	60	48	37	86	62	42	10	10	10	10	5	24	0	Rain	0	1	0	0	0	0
4/17/09	0	0	0	0	0	13.76667	60	52	43	93	68	43	10	8	2	20	7	15	0.25	Rain	0	1	0	0	0	0
4/18/09	0	0	0	0	0	13.81667	58	48	38	85	61	36	10	10	7	13	5	28	0		0	0	0	0	0	0
4/19/09	0	0	0	0	0	13.88333	68	58	47	77	53	28	10	10	10	13	6	15	0		0	0	0	0	0	0
4/20/09	6	5	0	1	0	13.93333	74	61	47	71	49	27	10	10	10	13	5	21	0		0	0	0	0	0	0
4/21/09	2	2	0	0	0	13.98333	71	60	48	77	59	41	10	10	10	17	5	25	0		0	0	0	0	0	0
4/22/09	0	0	0	0	0	14.03333	53	46	39	92	73	54	10	7	1	21	7	23	0.25	Rain	0	1	0	0	0	0
4/23/09	1	1	0	0	0	14.10000	54	46	37	85	65	45	10	10	5	14	5	15	0.06	Rain	0	1	0	0	0	0
4/24/09	0	0	0	0	0	14.15000	60	49	37	92	59	25	10	8	1	10	6	21	0		0	0	0	0	0	0
4/25/09	1	0	0	1	0	14.20000	53	47	41	76	63	50	10	10	10	15	7	17	0		0	0	0	0	0	0
4/26/09	1	1	0	0	0	14.25000	58	49	40	89	66	43	10	10	10	15	7	21	0		0	0	0	0	0	0
4/27/09	0	0	0	0	0	14.30000	62	53	44	83	56	29	10	10	10	17	8	22	0		0	0	0	0	0	0
4/28/09	0	0	0	0	0	14.35000	54	50	45	92	73	54	10	9	5	20	5	18	0.12	Rain	0	1	0	0	0	0
4/29/09	1	1	0	0	0	14.40000	59	52	44	92	66	39	10	10	10	12	5	16	0		0	0	0	0	0	0
4/30/09	1	0	1	0	0	14.45000	64	53	41	89	57	25	10	10	10	12	6	35	0		0	0	0	0	0	0
5/1/09	5	3	2	0	0	14.50000	73	59	45	76	47	17	10	10	10	25	13	38	0		0	0	0	0	0	0
5/2/09	1	0	1	0	0	14.55000	66	56	46	86	54	22	10	9	3	29	9	18	0.32	Rain	0	1	0	0	0	0
5/3/09	0	0	0	0	0	14.60000	62	53	44	89	64	39	10	10	10	15	6	37	0.01		0	0	0	0	0	0
5/4/09	1	1	0	0	0	14.65000	62	54	45	86	61	36	10	9	3	22	9	36	0.36	Rain	0	1	0	0	0	0
5/5/09	3	1	2	0	0	14.70000	56	52	47	86	71	55	10	8	2	26	15	29	0.59	Rain	0	1	0	0	0	0
5/6/09	1	1	0	0	0	14.75000	54	50	46	93	84	74	10	7	2	22	9	33	0.89	Rain	0	1	0	0	0	0
5/7/09	1	1	0	0	0	14.80000	58	51	44	89	70	51	10	10	9	24	13	26	0	Rain	0	1	0	0	0	0
